20250602 032600;5890.75;5890.75;5887.75;5888.5;434
20250602 032700;5888.75;5889.25;5888.25;5888.75;89
20250602 032800;5888.75;5888.75;5887.75;5888;146
20250602 032900;5888;5889.5;5888;5889;89
20250602 033000;5889;5889.25;5888.5;5889;37
20250602 033100;5889.25;5889.25;5888.25;5888.75;120
20250602 033200;5888.75;5888.75;5888;5888;144
20250602 033300;5888.25;5888.5;5888.25;5888.5;69
20250602 033400;5888.5;5889.5;5888.5;5888.75;118
20250602 033500;5888.75;5889;5888.5;5888.5;74
20250602 033600;5888.25;5889;5888.25;5888.5;51
20250602 033700;5888.75;5890;5888.75;5889.75;98
20250602 033800;5890;5890.75;5889.25;5889.25;132
20250602 033900;5889.25;5890;5889.25;5890;25
20250602 034000;5889.5;5889.75;5889.25;5889.25;31
20250602 034100;5889.5;5890;5889.25;5890;64
20250602 034200;5890;5890;5889.5;5889.5;28
20250602 034300;5889.75;5890;5889.5;5890;52
20250602 034400;5889.75;5890;5888.75;5889.25;68
20250602 034500;5889.25;5889.25;5888.75;5889;83
20250602 034600;5889;5889.25;5888.75;5889;22
20250602 034700;5889;5889.5;5888.75;5889;54
20250602 034800;5889;5889.5;5888.75;5888.75;141
20250602 034900;5888.75;5888.75;5887.25;5888.5;275
20250602 035000;5888.75;5889.25;5888.25;5888.75;82
20250602 035100;5888.5;5888.5;5886.25;5886.75;347
20250602 035200;5886.75;5888;5886.75;5887.75;136
20250602 035300;5887.5;5888;5887.5;5888;54
20250602 035400;5887.75;5888.25;5887.25;5887.25;106
20250602 035500;5887.5;5887.75;5886.75;5887;88
20250602 035600;5887;5887.75;5886.75;5887.75;147
20250602 035700;5887.5;5888.25;5887.25;5888.25;55
20250602 035800;5888.25;5888.75;5887.75;5887.75;118
20250602 035900;5888.25;5888.5;5888;5888;43
20250602 040000;5888.25;5888.25;5886.75;5887.25;180
20250602 040100;5887.25;5888.25;5887;5887.75;110
20250602 040200;5888;5888.25;5887.75;5888;43
20250602 040300;5888;5888;5886.75;5887.25;112
20250602 040400;5887.25;5887.5;5887;5887;40
20250602 040500;5887.25;5887.5;5886.75;5887.5;77
20250602 040600;5887.25;5887.75;5887.25;5887.75;44
20250602 040700;5887.75;5888;5887.5;5888;61
20250602 040800;5888;5889.75;5888;5889.5;195
20250602 040900;5889.5;5889.5;5888.75;5889;93
20250602 041000;5888.75;5889.25;5888.5;5888.75;105
20250602 041100;5889;5889;5888.75;5889;50
20250602 041200;5889;5889.25;5888.75;5889.25;33
20250602 041300;5889.25;5890;5888.75;5888.75;152
20250602 041400;5888.75;5889;5888.75;5888.75;48
20250602 041500;5889;5889.75;5889;5889.75;60
20250602 041600;5890;5890.5;5890;5890.25;118
20250602 041700;5890.25;5890.25;5890;5890.25;47
20250602 041800;5890.25;5890.25;5889.25;5889.75;57
20250602 041900;5889.75;5890.25;5889.75;5890;34
20250602 042000;5890;5890.5;5890;5890;41
20250602 042100;5890.25;5890.5;5889.75;5890.5;48
20250602 042200;5890.5;5891.75;5890.25;5891.5;169
20250602 042300;5891.5;5891.75;5891;5891.75;117
20250602 042400;5891.75;5892.25;5891.5;5892;136
20250602 042500;5892.25;5892.25;5891.25;5891.5;112
20250602 042600;5891.25;5892;5891.25;5891.75;91
20250602 042700;5892;5892.25;5891.5;5892.25;84
20250602 042800;5892.25;5892.25;5892;5892;25
20250602 042900;5892;5892.5;5891.75;5892;108
20250602 043000;5892;5892.25;5891.5;5891.75;42
20250602 043100;5891.75;5892;5891.25;5892;33
20250602 043200;5892;5892;5891.75;5892;25
20250602 043300;5892;5892;5891;5891.25;82
20250602 043400;5891.5;5891.5;5890.75;5891;36
20250602 043500;5891;5892;5891;5892;72
20250602 043600;5891.75;5892.25;5891.5;5892;38
20250602 043700;5892.25;5892.75;5890.75;5891;166
20250602 043800;5891;5891;5889.5;5890.25;340
20250602 043900;5890.25;5890.75;5889.75;5890.75;66
20250602 044000;5890.75;5890.75;5890.25;5890.5;28
20250602 044100;5890.75;5891;5890.25;5890.25;45
20250602 044200;5890.25;5890.25;5889.5;5889.75;75
20250602 044300;5889.5;5890;5889.5;5890;44
20250602 044400;5890;5890.5;5890;5890.25;42
20250602 044500;5890.5;5890.75;5890;5890.5;28
20250602 044600;5890.75;5891;5888.5;5889;294
20250602 044700;5888.75;5889.25;5888.75;5889;32
20250602 044800;5888.75;5889;5888.5;5889;26
20250602 044900;5888.75;5889.5;5888.75;5889.25;48
20250602 045000;5889.25;5889.25;5889;5889.25;36
20250602 045100;5889.25;5889.5;5888.25;5888.5;144
20250602 045200;5888.5;5888.5;5884;5885.25;1091
20250602 045300;5885.5;5886.5;5885;5886;251
20250602 045400;5886;5886.75;5885.75;5886.5;169
20250602 045500;5886.25;5886.75;5884.75;5885.5;423
20250602 045600;5885.5;5886.75;5885.5;5885.5;139
20250602 045700;5885.75;5886.25;5885.5;5886;68
20250602 045800;5886;5886.75;5885.75;5886.75;58
20250602 045900;5886.75;5887.5;5886;5886.25;104
20250602 050000;5886;5886.75;5886;5886.75;32
20250602 050100;5887;5887.75;5887;5887.5;98
20250602 050200;5887.5;5888.25;5887;5888;136
20250602 050300;5888;5889.25;5888;5888.5;207
20250602 050400;5888.5;5888.5;5887.25;5887.25;112
20250602 050500;5887.5;5887.75;5887;5887;37
20250602 050600;5887;5888;5887;5887.5;81
20250602 050700;5887.25;5887.25;5887;5887.25;59
20250602 050800;5887.25;5887.75;5887.25;5887.25;119
20250602 050900;5887.25;5887.25;5886.5;5887.25;59
20250602 051000;5887.25;5890;5887.25;5890;165
20250602 051100;5890;5890;5889.25;5889.75;88
20250602 051200;5890;5890.5;5888.75;5889.25;111
20250602 051300;5889;5889.25;5887.75;5888.75;122
20250602 051400;5888.5;5888.75;5888.25;5888.75;49
20250602 051500;5888.75;5888.75;5888;5888.75;66
20250602 051600;5888.5;5888.75;5888;5888;49
20250602 051700;5888.25;5888.75;5888;5888;30
20250602 051800;5888.25;5888.75;5888.25;5888.5;14
20250602 051900;5888.5;5888.75;5887.25;5887.5;78
20250602 052000;5887.75;5888.25;5885.75;5885.75;329
20250602 052100;5886;5886.75;5885.25;5886.5;243
20250602 052200;5886.5;5886.5;5885.75;5886;72
20250602 052300;5886.25;5886.25;5885.5;5885.75;82
20250602 052400;5885.5;5886;5885.25;5885.5;111
20250602 052500;5885.25;5885.75;5885;5885.75;63
20250602 052600;5885.75;5887.75;5885.25;5887;300
20250602 052700;5887;5887;5885.75;5886.25;108
20250602 052800;5886.25;5886.5;5885.75;5886;61
20250602 052900;5885.75;5886;5885.5;5885.5;123
20250602 053000;5885.5;5886;5885.25;5885.75;133
20250602 053100;5885.5;5885.75;5881.75;5881.75;912
20250602 053200;5881.5;5883;5881.5;5882.5;293
20250602 053300;5882.5;5883;5882.25;5883;127
20250602 053400;5883;5883.75;5883;5883.25;92
20250602 053500;5883.25;5883.5;5882.75;5883;57
20250602 053600;5882.75;5883;5881.5;5882.5;196
20250602 053700;5882.5;5883.25;5882.25;5883.25;105
20250602 053800;5883.25;5884;5882.75;5883;114
20250602 053900;5883.25;5884;5883;5883.75;75
20250602 054000;5883.5;5884;5882.5;5883;111
20250602 054100;5883.25;5884;5883;5883.75;89
20250602 054200;5884;5885.25;5883.75;5884.5;181
20250602 054300;5884.75;5886;5884.25;5885.25;194
20250602 054400;5885.25;5886.25;5885;5886;166
20250602 054500;5886.25;5886.25;5885;5885.25;38
20250602 054600;5885.25;5885.75;5885;5885.25;81
20250602 054700;5885.25;5886;5885;5885;125
20250602 054800;5885;5885.5;5884.5;5885.25;100
20250602 054900;5885.5;5886.25;5885.25;5886;96
20250602 055000;5886.25;5886.5;5885.5;5885.5;67
20250602 055100;5885.5;5885.5;5884.75;5885;59
20250602 055200;5885.25;5885.25;5883.5;5884.5;179
20250602 055300;5884.5;5885;5883.75;5884.5;108
20250602 055400;5884.75;5885.5;5884.5;5885;54
20250602 055500;5885.5;5885.75;5885.25;5885.25;49
20250602 055600;5885;5885.25;5884.5;5885;51
20250602 055700;5884.5;5885;5883.5;5883.5;75
20250602 055800;5883.5;5883.5;5882.75;5883;129
20250602 055900;5883;5885.25;5883;5885.25;280
20250602 060000;5885;5885;5884.5;5885;50
20250602 060100;5884.75;5885.75;5883.25;5884.5;353
20250602 060200;5883.75;5884;5882.75;5883.5;81
20250602 060300;5883.5;5884;5882.5;5883.25;111
20250602 060400;5883;5883;5881.75;5882.5;126
20250602 060500;5882.5;5883;5882.5;5883;53
20250602 060600;5883;5883.5;5882.5;5883;69
20250602 060700;5883.25;5883.5;5883.25;5883.5;33
20250602 060800;5883;5883;5881.5;5881.5;101
20250602 060900;5881.25;5883.75;5880.5;5883.5;350
20250602 061000;5883.25;5883.25;5882.5;5882.75;70
20250602 061100;5882;5882.25;5881;5881;131
20250602 061200;5881.25;5881.25;5880;5881;309
20250602 061300;5880.75;5881.25;5880.25;5880.25;104
20250602 061400;5880;5880;5878.5;5878.75;385
20250602 061500;5879;5879.75;5878.5;5878.75;194
20250602 061600;5879;5879.5;5877.5;5878.5;309
20250602 061700;5878.5;5880.75;5878.5;5880.75;221
20250602 061800;5881;5881.75;5880;5880.25;119
20250602 061900;5880.5;5882;5880;5882;113
20250602 062000;5882;5883.75;5881.5;5883.75;224
20250602 062100;5883.5;5885.25;5883.25;5884.25;460
20250602 062200;5884.5;5885;5883.25;5883.75;244
20250602 062300;5883.5;5884;5882;5882;213
20250602 062400;5881.75;5882.25;5880.5;5881.25;340
20250602 062500;5881.25;5882.25;5881;5882;177
20250602 062600;5882;5882.25;5881;5881.75;168
20250602 062700;5882;5883;5882;5882.75;138
20250602 062800;5882.5;5884;5881;5883.5;171
20250602 062900;5883.25;5884.5;5883;5883.75;215
20250602 063000;5883.75;5884.5;5883;5883.25;168
20250602 063100;5883.25;5883.5;5881.75;5882.75;191
20250602 063200;5883;5884.25;5881.75;5884;147
20250602 063300;5884.25;5885.5;5884.25;5884.75;167
20250602 063400;5884.75;5886;5884.75;5885.75;223
20250602 063500;5885.75;5886;5884.75;5885.25;132
20250602 063600;5885.25;5886.25;5884.75;5885.5;287
20250602 063700;5885.25;5885.25;5883.75;5885;201
20250602 063800;5885;5885;5882.75;5883;118
20250602 063900;5882.75;5885.5;5882.25;5884.75;249
20250602 064000;5885.25;5885.25;5884.5;5885;69
